"","District","Bed","Station","set_lat","set_lon","haul","Sampler","species_code","size_class","scallop_no","sex","gonad","shell_height","first_annulus","field_age","mud_blister","worm","shell_damage","round_weight","meat_condition","meat_weight"
"3971","EKI","EK1","H07",59.802,-144.387,42,"MDS",74120,1,8,1,2,138,24,19,1,0,0,0.251,0,0.016
"3972","EKI","EK1","H07",59.802,-144.387,42,"MDS",74120,1,2,2,2,143,31,19,1,0,0,0.254,0,0.019
"3973","EKI","EK1","H07",59.802,-144.387,18,"MDS",74120,1,7,2,1,146,29,20,1,0,0,0.285,0,0.017
"3974","EKI","EK1","H07",59.802,-144.387,43,"MDS",74120,1,1,1,2,154,32,20,3,1,0,0.305,0,0.02
"3975","EKI","EK1","H07",59.802,-144.387,40,"MDS",74120,1,4,1,2,140,33,21,1,1,0,0.241,0,0.017
"3976","EKI","EK1","H07",59.802,-144.387,45,"MDS",74120,1,3,2,4,152,27,21,1,0,0,0.283,0,0.016
"3977","EKI","EK1","H07",59.802,-144.387,43,"MDS",74120,1,3,2,3,138,21,23,0,1,0,0.296,0,0.021
"3978","EKI","EK1","H07",59.802,-144.387,21,"MDS",74120,1,5,2,2,146,28,23,1,0,0,0.28,0,0.02
"3979","EKI","EK1","G09",59.819,-144.331,42,"MDS",74120,1,4,2,3,113,28,5,0,0,0,0.136,0,0.011
"3980","EKI","EK1","G09",59.819,-144.331,21,"MDS",74120,1,1,2,3,113,25,5,0,0,0,0.126,0,0.011
"3981","EKI","EK1","G09",59.819,-144.331,42,"MDS",74120,1,3,2,3,120,32,5,0,0,0,0.182,0,0.012
"3982","EKI","EK1","G09",59.819,-144.331,23,"MDS",74120,1,5,2,3,122,29,5,0,0,0,0.203,0,0.014
"3983","EKI","EK1","G09",59.819,-144.331,43,"MDS",74120,1,4,1,3,123,28,5,0,0,0,0.171,0,0.014
"3984","EKI","EK1","G09",59.819,-144.331,33,"MDS",74120,1,3,1,3,121,28,6,0,0,0,0.193,0,0.019
"3985","EKI","EK1","G09",59.819,-144.331,28,"MDS",74120,1,3,2,3,125,27,6,0,1,0,0.186,0,0.015
"3986","EKI","EK1","G09",59.819,-144.331,27,"MDS",74120,1,5,1,3,126,22,6,0,0,0,0.171,3,0.016
"3987","EKI","EK1","G09",59.819,-144.331,23,"MDS",74120,1,10,2,3,127,32,6,0,0,0,0.189,0,0.018
"3988","EKI","EK1","G09",59.819,-144.331,22,"MDS",74120,1,9,2,3,128,29,6,0,0,0,0.176,0,0.018
"3989","EKI","EK1","G09",59.819,-144.331,27,"MDS",74120,1,6,1,4,128,28,6,0,1,0,0.218,0,0.02
"3990","EKI","EK1","G09",59.819,-144.331,34,"MDS",74120,1,6,1,4,128,25,6,0,0,0,0.241,0,0.017
"3991","EKI","EK1","G09",59.819,-144.331,34,"MDS",74120,1,10,1,4,129,24,6,0,0,0,0.217,0,0.019
"3992","EKI","EK1","G09",59.819,-144.331,26,"MDS",74120,1,2,2,3,130,20,6,0,1,0,0.256,0,0.024
"3993","EKI","EK1","G09",59.819,-144.331,26,"MDS",74120,1,3,1,4,131,22,6,0,0,0,0.194,0,0.017
"3994","EKI","EK1","G09",59.819,-144.331,18,"MDS",74120,1,3,1,3,132,32,6,0,1,0,0.206,0,0.016
"3995","EKI","EK1","G09",59.819,-144.331,26,"MDS",74120,1,1,2,3,132,22,6,0,0,0,0.233,0,0.02
"3996","EKI","EK1","G09",59.819,-144.331,26,"MDS",74120,1,5,2,4,134,25,6,0,0,0,0.212,0,0.019
"3997","EKI","EK1","G09",59.819,-144.331,28,"MDS",74120,1,6,2,3,138,22,6,0,0,0,0.224,0,0.02
"3998","EKI","EK1","G09",59.819,-144.331,27,"MDS",74120,1,2,2,4,139,25,6,1,0,0,0.207,0,0.023
"3999","EKI","EK1","G09",59.819,-144.331,22,"MDS",74120,1,8,1,3,121,20,7,0,0,0,0.169,0,0.015
"4000","EKI","EK1","G09",59.819,-144.331,23,"MDS",74120,1,8,2,3,123,30,7,0,1,0,0.159,0,0.013
"4001","EKI","EK1","G09",59.819,-144.331,25,"MDS",74120,1,4,1,3,123,29,7,0,0,0,0.162,0,0.015
"4002","EKI","EK1","G09",59.819,-144.331,25,"MDS",74120,1,3,2,3,123,27,7,0,1,0,0.194,0,0.018
"4003","EKI","EK1","G09",59.819,-144.331,33,"MDS",74120,1,7,2,4,125,25,7,0,0,0,0.175,0,0.015
"4004","EKI","EK1","G09",59.819,-144.331,24,"MDS",74120,1,7,2,3,125,24,7,1,0,0,0.184,0,0.019
"4005","EKI","EK1","G09",59.819,-144.331,24,"MDS",74120,1,5,1,3,125,22,7,0,0,0,0.203,0,0.017
"4006","EKI","EK1","G09",59.819,-144.331,22,"MDS",74120,1,6,1,3,126,30,7,0,0,0,0.188,0,0.015
"4007","EKI","EK1","G09",59.819,-144.331,24,"MDS",74120,1,6,1,4,126,24,7,0,0,0,0.204,0,0.016
"4008","EKI","EK1","G09",59.819,-144.331,25,"MDS",74120,1,10,2,4,126,21,7,0,0,0,0.186,0,0.017
"4009","EKI","EK1","G09",59.819,-144.331,26,"MDS",74120,1,10,2,3,127,28,7,0,1,0,0.203,0,0.016
"4010","EKI","EK1","G09",59.819,-144.331,33,"MDS",74120,1,6,1,4,127,27,7,0,0,0,0.193,0,0.015
"4011","EKI","EK1","G09",59.819,-144.331,33,"MDS",74120,1,4,1,4,128,26,7,0,0,0,0.195,0,0.017
"4012","EKI","EK1","G09",59.819,-144.331,23,"MDS",74120,1,4,1,3,128,24,7,0,0,0,0.179,0,0.015
"4013","EKI","EK1","G09",59.819,-144.331,33,"MDS",74120,1,8,2,3,128,20,7,0,0,0,0.206,0,0.014
"4014","EKI","EK1","G09",59.819,-144.331,27,"MDS",74120,1,1,1,3,129,29,7,0,0,0,0.22,0,0.019
"4015","EKI","EK1","G09",59.819,-144.331,27,"MDS",74120,1,8,1,4,129,29,7,0,0,0,0.2,0,0.019
"4016","EKI","EK1","G09",59.819,-144.331,33,"MDS",74120,1,5,2,3,129,29,7,0,0,0,0.188,0,0.016
"4017","EKI","EK1","G09",59.819,-144.331,23,"MDS",74120,1,2,1,3,129,24,7,0,0,0,0.188,0,0.015
"4018","EKI","EK1","G09",59.819,-144.331,23,"MDS",74120,1,6,1,3,129,24,7,1,1,0,0.166,0,0.017
"4019","EKI","EK1","G09",59.819,-144.331,27,"MDS",74120,1,7,2,3,130,32,7,0,1,0,0.224,0,0.015
"4020","EKI","EK1","G09",59.819,-144.331,25,"MDS",74120,1,7,1,3,130,26,7,0,0,3,0.196,0,0.019
"4021","EKI","EK1","G09",59.819,-144.331,26,"MDS",74120,1,4,2,3,130,24,7,0,1,0,0.214,0,0.019
"4022","EKI","EK1","G09",59.819,-144.331,36,"MDS",74120,1,10,2,3,130,23,7,1,0,0,0.221,0,0.02
"4023","EKI","EK1","G09",59.819,-144.331,28,"MDS",74120,1,2,1,4,131,37,7,0,0,0,0.254,0,0.018
"4024","EKI","EK1","G09",59.819,-144.331,26,"MDS",74120,1,6,2,3,131,25,7,0,0,0,0.189,0,0.018
"4025","EKI","EK1","G09",59.819,-144.331,27,"MDS",74120,1,4,1,3,131,25,7,0,0,0,0.251,0,0.019
"4026","EKI","EK1","G09",59.819,-144.331,24,"MDS",74120,1,8,1,3,131,24,7,0,1,0,0.221,0,0.016
"4027","EKI","EK1","G09",59.819,-144.331,33,"MDS",74120,1,2,2,3,131,24,7,0,0,0,0.162,0,0.016
"4028","EKI","EK1","G09",59.819,-144.331,34,"MDS",74120,1,4,2,3,131,24,7,0,1,0,0.192,0,0.022
"4029","EKI","EK1","G09",59.819,-144.331,36,"MDS",74120,1,6,2,3,131,23,7,1,0,0,0.188,0,0.016
"4030","EKI","EK1","G09",59.819,-144.331,25,"MDS",74120,1,2,1,3,132,32,7,1,3,0,0.246,0,0.019
"4031","EKI","EK1","G09",59.819,-144.331,27,"MDS",74120,1,9,2,3,132,28,7,0,0,0,0.277,0,0.021
"4032","EKI","EK1","G09",59.819,-144.331,28,"MDS",74120,1,7,1,3,132,28,7,0,1,0,0.235,0,0.021
"4033","EKI","EK1","G09",59.819,-144.331,26,"MDS",74120,1,9,1,3,132,27,7,0,1,0,0.237,0,0.018
"4034","EKI","EK1","G09",59.819,-144.331,25,"MDS",74120,1,6,2,4,132,26,7,0,0,0,0.242,0,0.021
"4035","EKI","EK1","G09",59.819,-144.331,30,"MDS",74120,1,1,2,3,132,18,7,0,0,0,0.187,0,0.018
"4036","EKI","EK1","G09",59.819,-144.331,24,"MDS",74120,1,3,2,3,133,35,7,0,0,0,0.241,0,0.018
"4037","EKI","EK1","G09",59.819,-144.331,24,"MDS",74120,1,2,2,3,133,33,7,0,0,0,0.232,0,0.024
"4038","EKI","EK1","G09",59.819,-144.331,28,"MDS",74120,1,1,2,3,133,31,7,0,1,0,0.282,0,0.02
"4039","EKI","EK1","G09",59.819,-144.331,21,"MDS",74120,1,4,1,3,133,30,7,1,0,0,0.218,0,0.016
"4040","EKI","EK1","G09",59.819,-144.331,25,"MDS",74120,1,9,1,3,133,24,7,0,1,0,0.238,0,0.019
"4041","EKI","EK1","G09",59.819,-144.331,22,"MDS",74120,1,7,1,3,134,30,7,0,0,0,0.185,0,0.015
"4042","EKI","EK1","G09",59.819,-144.331,34,"MDS",74120,1,7,2,3,135,31,7,0,1,0,0.223,0,0.021
"4043","EKI","EK1","G09",59.819,-144.331,34,"MDS",74120,1,5,2,3,136,26,7,1,0,0,0.244,0,0.017
"4044","EKI","EK1","G09",59.819,-144.331,30,"MDS",74120,1,3,2,3,136,25,7,0,0,0,0.206,0,0.021
"4045","EKI","EK1","G09",59.819,-144.331,26,"MDS",74120,1,7,2,3,137,33,7,0,1,0,0.253,0,0.018
"4046","EKI","EK1","G09",59.819,-144.331,27,"MDS",74120,1,3,1,3,137,27,7,0,1,0,0.29,0,0.02
"4047","EKI","EK1","G09",59.819,-144.331,30,"MDS",74120,1,5,2,3,137,25,7,1,0,0,0.227,0,0.018
"4048","EKI","EK1","G09",59.819,-144.331,23,"MDS",74120,1,1,2,3,138,31,7,0,0,0,0.174,0,0.021
"4049","EKI","EK1","G09",59.819,-144.331,26,"MDS",74120,1,8,2,3,139,24,7,0,0,0,0.268,0,0.021
"4050","EKI","EK1","G09",59.819,-144.331,33,"MDS",74120,1,9,2,4,139,20,7,0,0,0,0.231,0,0.019
"4051","EKI","EK1","G09",59.819,-144.331,28,"MDS",74120,1,4,2,4,140,32,7,0,1,0,0.31,0,0.024
"4052","EKI","EK1","G09",59.819,-144.331,34,"MDS",74120,1,3,2,3,144,27,7,0,0,0,0.328,0,0.022
"4053","EKI","EK1","G09",59.819,-144.331,23,"MDS",74120,1,3,1,3,123,28,8,1,0,0,0.17,0,0.018
"4054","EKI","EK1","G09",59.819,-144.331,24,"MDS",74120,1,4,1,3,123,26,8,0,0,0,0.201,0,0.014
"4055","EKI","EK1","G09",59.819,-144.331,22,"MDS",74120,1,3,2,3,124,32,8,0,1,0,0.149,0,0.017
"4056","EKI","EK1","G09",59.819,-144.331,45,"MDS",74120,1,2,2,3,125,28,8,0,0,0,0.208,0,0.018
"4057","EKI","EK1","G09",59.819,-144.331,23,"MDS",74120,1,7,1,3,127,22,8,0,0,0,0.169,0,0.019
"4058","EKI","EK1","G09",59.819,-144.331,42,"MDS",74120,1,6,2,3,128,31,8,0,0,0,0.193,0,0.015
"4059","EKI","EK1","G09",59.819,-144.331,39,"MDS",74120,1,9,1,3,129,34,8,1,1,0,0.167,0,0.016
"4060","EKI","EK1","G09",59.819,-144.331,22,"MDS",74120,1,4,1,3,131,23,8,0,0,0,0.211,0,0.017
"4061","EKI","EK1","G09",59.819,-144.331,42,"MDS",74120,1,10,2,3,132,31,8,0,0,0,0.236,0,0.017
"4062","EKI","EK1","G09",59.819,-144.331,34,"MDS",74120,1,9,2,3,135,31,8,0,1,0,0.265,0,0.022
"4063","EKI","EK1","G09",59.819,-144.331,32,"MDS",74120,1,2,1,3,135,23,8,0,1,0,0.176,0,0.019
"4064","EKI","EK1","G09",59.819,-144.331,25,"MDS",74120,1,1,2,3,136,29,8,1,0,0,0.273,0,0.022
"4065","EKI","EK1","G09",59.819,-144.331,23,"MDS",74120,1,9,2,4,136,28,8,0,0,0,0.268,0,0.023
"4066","EKI","EK1","G09",59.819,-144.331,27,"MDS",74120,1,10,2,3,139,31,8,0,1,0,0.312,0,0.025
"4067","EKI","EK1","G09",59.819,-144.331,28,"MDS",74120,1,5,2,3,141,30,8,0,1,0,0.296,0,0.021
"4068","EKI","EK1","G09",59.819,-144.331,37,"MDS",74120,1,2,1,3,133,21,9,1,0,0,0.227,0,0.018
"4069","EKI","EK1","G09",59.819,-144.331,39,"MDS",74120,1,5,1,3,133,18,9,1,1,0,0.217,0,0.016
"4070","EKI","EK1","G09",59.819,-144.331,36,"MDS",74120,1,7,1,4,135,19,9,0,0,0,0.226,0,0.019
"4071","EKI","EK1","G09",59.819,-144.331,18,"MDS",74120,1,6,1,3,137,28,9,1,0,0,0.227,0,0.017
"4072","EKI","EK1","G09",59.819,-144.331,33,"MDS",74120,1,1,2,3,138,33,9,0,1,0,0.223,0,0.021
"4073","EKI","EK1","G09",59.819,-144.331,32,"MDS",74120,1,3,2,4,139,35,9,0,1,0,0.255,0,0.023
"4074","EKI","EK1","G09",59.819,-144.331,19,"MDS",74120,1,6,1,3,125,29,10,1,0,0,0.171,0,0.016
"4075","EKI","EK1","G09",59.819,-144.331,40,"MDS",74120,1,3,2,2,129,22,10,1,0,0,0.228,0,0.013
"4076","EKI","EK1","G09",59.819,-144.331,19,"MDS",74120,1,7,2,1,130,33,10,0,1,0,0.165,0,0.01
"4077","EKI","EK1","G09",59.819,-144.331,34,"MDS",74120,1,8,2,3,134,22,10,0,1,0,0.207,0,0.02
"4078","EKI","EK1","G09",59.819,-144.331,47,"MDS",74120,1,1,2,4,135,31,10,0,1,0,0.228,0,0.018
"4079","EKI","EK1","G09",59.819,-144.331,33,"MDS",74120,1,10,2,4,138,22,10,0,1,0,0.195,0,0.017
"4080","EKI","EK1","G09",59.819,-144.331,36,"MDS",74120,1,2,2,3,138,21,10,1,0,0,0.204,0,0.019
"4081","EKI","EK1","G09",59.819,-144.331,36,"MDS",74120,1,3,2,3,140,26,10,1,0,0,0.23,0,0.025
"4082","EKI","EK1","G09",59.819,-144.331,44,"MDS",74120,1,9,2,3,128,28,11,1,0,0,0.194,0,0.018
"4083","EKI","EK1","G09",59.819,-144.331,41,"MDS",74120,1,5,2,3,131,21,11,1,0,0,0.21,0,0.018
"4084","EKI","EK1","G09",59.819,-144.331,20,"MDS",74120,1,1,2,3,133,31,11,0,0,0,0.205,0,0.019
"4085","EKI","EK1","G09",59.819,-144.331,18,"MDS",74120,1,9,1,3,135,27,11,1,0,0,0.246,0,0.02
"4086","EKI","EK1","G09",59.819,-144.331,20,"MDS",74120,1,8,2,3,124,27,12,0,1,0,0.209,0,0.158
"4087","EKI","EK1","G09",59.819,-144.331,47,"MDS",74120,1,3,2,3,128,31,12,0,1,0,0.259,1,0.016
"4088","EKI","EK1","G09",59.819,-144.331,39,"MDS",74120,1,8,1,3,130,27,12,1,0,0,0.209,3,0.018
"4089","EKI","EK1","G09",59.819,-144.331,44,"MDS",74120,1,2,1,3,131,34,12,0,0,0,0.245,0,0.017
"4090","EKI","EK1","G09",59.819,-144.331,41,"MDS",74120,1,7,1,3,131,26,12,1,0,0,0.216,0,0.018
"4091","EKI","EK1","G09",59.819,-144.331,19,"MDS",74120,1,8,2,3,131,21,12,0,0,0,0.259,0,0.018
"4092","EKI","EK1","G09",59.819,-144.331,19,"MDS",74120,1,2,1,3,132,22,12,1,0,0,0.189,0,0.015
"4093","EKI","EK1","G09",59.819,-144.331,38,"MDS",74120,1,9,2,3,133,24,12,1,0,0,0.209,0,0.015
"4094","EKI","EK1","G09",59.819,-144.331,20,"MDS",74120,1,7,1,3,134,33,12,0,0,0,0.188,0,0.018
"4095","EKI","EK1","G09",59.819,-144.331,46,"MDS",74120,1,3,2,4,135,21,12,1,1,0,0.229,0,0.022
"4096","EKI","EK1","G09",59.819,-144.331,18,"MDS",74120,1,4,1,3,136,29,12,1,0,0,0.271,0,0.023
"4097","EKI","EK1","G09",59.819,-144.331,21,"MDS",74120,1,3,2,2,136,24,12,1,0,3,0.178,0,0.017
"4098","EKI","EK1","G09",59.819,-144.331,20,"MDS",74120,1,2,1,3,136,22,12,1,1,0,0.195,0,0.019
"4099","EKI","EK1","G09",59.819,-144.331,43,"MDS",74120,1,2,1,2,136,21,12,2,1,0,0.233,0,0.016
"4100","EKI","EK1","G09",59.819,-144.331,39,"MDS",74120,1,2,1,3,136,20,12,0,0,0,0.215,0,0.021
"4101","EKI","EK1","G09",59.819,-144.331,42,"MDS",74120,1,7,2,3,137,22,12,1,1,0,0.286,1,0.015
"4102","EKI","EK1","G09",59.819,-144.331,37,"MDS",74120,1,8,1,3,138,24,12,0,0,0,0.261,0,0.024
"4103","EKI","EK1","G09",59.819,-144.331,46,"MDS",74120,1,8,1,4,141,26,12,1,0,0,0.219,0,0.021
"4104","EKI","EK1","G09",59.819,-144.331,46,"MDS",74120,1,6,2,3,143,30,12,2,0,0,0.303,0,0.02
"4105","EKI","EK1","G09",59.819,-144.331,37,"MDS",74120,1,10,1,3,143,26,12,1,1,0,0.291,0,0.02
"4106","EKI","EK1","G09",59.819,-144.331,46,"MDS",74120,1,2,1,3,143,25,12,2,1,0,0.265,0,0.021
"4107","EKI","EK1","G09",59.819,-144.331,37,"MDS",74120,1,4,1,3,145,25,12,1,1,0,0.339,0,0.019
"4108","EKI","EK1","G09",59.819,-144.331,38,"MDS",74120,1,6,1,3,145,19,12,1,1,0,0.226,0,0.02
"4109","EKI","EK1","G09",59.819,-144.331,35,"MDS",74120,1,2,1,3,147,31,12,1,0,0,0.275,0,0.022
"4110","EKI","EK1","G09",59.819,-144.331,47,"MDS",74120,1,4,2,3,151,32,12,1,1,0,0.31,0,0.03
"4111","EKI","EK1","G09",59.819,-144.331,44,"MDS",74120,1,7,1,3,129,30,13,0,1,0,0.186,0,0.015
"4112","EKI","EK1","G09",59.819,-144.331,40,"MDS",74120,1,5,1,3,129,28,13,1,1,0,0.199,0,0.017
"4113","EKI","EK1","G09",59.819,-144.331,40,"MDS",74120,1,2,1,3,130,32,13,1,0,3,0.258,0,0.016
"4114","EKI","EK1","G09",59.819,-144.331,18,"MDS",74120,1,8,1,3,131,31,13,0,0,0,0.184,0,0.016
"4115","EKI","EK1","G09",59.819,-144.331,41,"MDS",74120,1,3,1,4,131,27,13,0,1,0,0.22,0,0.021
"4116","EKI","EK1","G09",59.819,-144.331,19,"MDS",74120,1,10,2,3,131,23,13,0,0,0,0.189,0,0.015
"4117","EKI","EK1","G09",59.819,-144.331,20,"MDS",74120,1,5,1,3,133,38,13,1,0,0,0.215,0,0.022
"4118","EKI","EK1","G09",59.819,-144.331,40,"MDS",74120,1,6,1,3,134,31,13,0,0,0,0.216,0,0.018
"4119","EKI","EK1","G09",59.819,-144.331,38,"MDS",74120,1,2,1,3,136,29,13,0,0,0,0.222,0,0.018
"4120","EKI","EK1","G09",59.819,-144.331,19,"MDS",74120,1,5,2,3,136,26,13,0,1,0,0.226,0,0.015
"4121","EKI","EK1","G09",59.819,-144.331,44,"MDS",74120,1,6,2,3,136,20,13,0,1,0,0.199,0,0.016
"4122","EKI","EK1","G09",59.819,-144.331,19,"MDS",74120,1,1,1,3,138,30,13,0,0,0,0.183,0,0.016
"4123","EKI","EK1","G09",59.819,-144.331,29,"MDS",74120,1,4,1,3,138,27,13,1,0,0,0.264,0,0.019
"4124","EKI","EK1","G09",59.819,-144.331,41,"MDS",74120,1,4,1,4,138,25,13,1,0,0,0.214,0,0.017
"4125","EKI","EK1","G09",59.819,-144.331,38,"MDS",74120,1,8,1,2,139,26,13,1,0,0,0.198,0,0.015
"4126","EKI","EK1","G09",59.819,-144.331,37,"MDS",74120,1,9,2,3,139,21,13,1,0,0,0.235,0,0.023
"4127","EKI","EK1","G09",59.819,-144.331,24,"MDS",74120,1,1,1,3,140,29,13,1,1,0,0.281,0,0.02
"4128","EKI","EK1","G09",59.819,-144.331,36,"MDS",74120,1,8,2,3,140,22,13,1,1,0,0.299,0,0.025
"4129","EKI","EK1","G09",59.819,-144.331,22,"MDS",74120,1,5,1,3,141,27,13,0,0,0,0.314,0,0.027
"4130","EKI","EK1","G09",59.819,-144.331,39,"MDS",74120,1,4,1,3,141,27,13,0,0,0,0.256,0,0.015
"4131","EKI","EK1","G09",59.819,-144.331,38,"MDS",74120,1,7,1,3,141,23,13,1,0,0,0.207,0,0.02
"4132","EKI","EK1","G09",59.819,-144.331,39,"MDS",74120,1,6,2,2,142,29,13,1,0,0,0.324,0,0.022
"4133","EKI","EK1","G09",59.819,-144.331,38,"MDS",74120,1,3,1,3,144,25,13,1,1,0,0.269,0,0.021
"4134","EKI","EK1","G09",59.819,-144.331,41,"MDS",74120,1,9,2,3,144,25,13,1,0,0,0.072,0,-0.002
"4135","EKI","EK1","G09",59.819,-144.331,37,"MDS",74120,1,7,2,3,144,23,13,0,0,0,0.25,0,0.024
"4136","EKI","EK1","G09",59.819,-144.331,34,"MDS",74120,1,2,1,3,146,30,13,1,1,0,0.341,0,0.024
"4137","EKI","EK1","G09",59.819,-144.331,38,"MDS",74120,1,1,1,3,147,25,13,1,0,0,0.268,0,0.024
"4138","EKI","EK1","G09",59.819,-144.331,35,"MDS",74120,1,1,1,3,148,34,13,1,1,0,0.289,0,0.026
"4139","EKI","EK1","G09",59.819,-144.331,36,"MDS",74120,1,1,1,4,148,28,13,0,0,0,0.402,0,0.025
"4140","EKI","EK1","G09",59.819,-144.331,32,"MDS",74120,1,4,2,4,150,27,13,0,0,0,0.309,0,0.028
"4141","EKI","EK1","G09",59.819,-144.331,32,"MDS",74120,1,5,2,3,151,27,13,1,0,0,0.336,0,0.028
"4142","EKI","EK1","G09",59.819,-144.331,29,"MDS",74120,1,10,2,3,152,23,13,1,0,0,0.388,0,0.031
"4143","EKI","EK1","G09",59.819,-144.331,44,"MDS",74120,1,10,1,3,127,26,14,0,1,0,0.185,0,0.017
"4144","EKI","EK1","G09",59.819,-144.331,44,"MDS",74120,1,5,1,3,129,28,14,0,1,0,0.177,0,0.012
"4145","EKI","EK1","G09",59.819,-144.331,20,"MDS",74120,1,4,2,3,132,36,14,0,1,0,0.193,0,0.016
"4146","EKI","EK1","G09",59.819,-144.331,40,"MDS",74120,1,1,2,3,133,31,14,0,1,0,0.242,0,0.228
"4147","EKI","EK1","G09",59.819,-144.331,37,"MDS",74120,1,6,1,3,133,21,14,1,0,0,0.175,0,0.017
"4148","EKI","EK1","G09",59.819,-144.331,18,"MDS",74120,1,2,2,3,134,34,14,1,0,0,0.218,0,0.016
"4149","EKI","EK1","G09",59.819,-144.331,19,"MDS",74120,1,3,2,3,135,22,14,0,0,0,0.213,0,0.016
"4150","EKI","EK1","G09",59.819,-144.331,21,"MDS",74120,1,2,2,3,137,27,14,1,0,0,0.248,0,0.021
"4151","EKI","EK1","G09",59.819,-144.331,36,"MDS",74120,1,4,1,4,137,23,14,1,1,0,0.239,0,0.019
"4152","EKI","EK1","G09",59.819,-144.331,20,"MDS",74120,1,3,2,3,137,21,14,1,0,0,0.258,0,0.015
"4153","EKI","EK1","G09",59.819,-144.331,38,"MDS",74120,1,5,1,3,139,9,14,1,0,0,0.242,0,0.02
"4154","EKI","EK1","G09",59.819,-144.331,45,"MDS",74120,1,7,1,3,140,24,14,1,0,0,0.23,0,0.015
"4155","EKI","EK1","G09",59.819,-144.331,36,"MDS",74120,1,5,1,3,140,20,14,1,1,0,0.267,0,0.019
"4156","EKI","EK1","G09",59.819,-144.331,18,"MDS",74120,1,10,1,3,141,30,14,1,0,0,0.29,0,0.019
"4157","EKI","EK1","G09",59.819,-144.331,39,"MDS",74120,1,1,1,2,141,26,14,0,1,3,0.233,0,0.016
"4158","EKI","EK1","G09",59.819,-144.331,18,"MDS",74120,1,1,1,2,141,25,14,1,0,0,0.236,0,0.015
"4159","EKI","EK1","G09",59.819,-144.331,29,"MDS",74120,1,1,1,3,141,23,14,0,1,0,0.256,0,0.018
"4160","EKI","EK1","G09",59.819,-144.331,41,"MDS",74120,1,1,2,3,142,20,14,1,1,0,0.235,0,0.017
"4161","EKI","EK1","G09",59.819,-144.331,37,"MDS",74120,1,1,1,4,143,22,14,1,1,0,0.343,0,0.025
"4162","EKI","EK1","G09",59.819,-144.331,29,"MDS",74120,1,8,1,4,145,27,14,1,0,0,0.339,0,0.041
"4163","EKI","EK1","G09",59.819,-144.331,18,"MDS",74120,1,5,1,2,145,26,14,1,0,0,0.237,0,0.016
"4164","EKI","EK1","G09",59.819,-144.331,29,"MDS",74120,1,5,2,3,146,25,14,1,0,0,0.211,0,0.02
"4165","EKI","EK1","G09",59.819,-144.331,46,"MDS",74120,1,10,1,4,146,25,14,3,1,0,0.274,0,0.027
"4166","EKI","EK1","G09",59.819,-144.331,32,"MDS",74120,1,1,1,4,147,32,14,1,0,0,0.31,0,0.026
"4167","EKI","EK1","G09",59.819,-144.331,21,"MDS",74120,1,6,1,3,147,26,14,1,0,0,0.333,0,0.025
"4168","EKI","EK1","G09",59.819,-144.331,37,"MDS",74120,1,3,1,3,148,27,14,1,0,0,0.346,0,0.022
"4169","EKI","EK1","G09",59.819,-144.331,46,"MDS",74120,1,7,1,3,150,25,14,0,1,0,0.332,0,0.028
"4170","EKI","EK1","G09",59.819,-144.331,46,"MDS",74120,1,9,2,3,151,27,14,1,0,0,0.26,0,0.027
"4171","EKI","EK1","G09",59.819,-144.331,29,"MDS",74120,1,2,2,3,153,31,14,0,1,0,0.327,0,0.024
"4172","EKI","EK1","G09",59.819,-144.331,46,"MDS",74120,1,1,2,3,155,31,14,1,0,0,0.304,0,0.027
"4173","EKI","EK1","G09",59.819,-144.331,31,"MDS",74120,1,1,1,3,160,27,14,1,1,0,0.318,0,0.027
"4174","EKI","EK1","G09",59.819,-144.331,44,"MDS",74120,1,8,1,4,129,25,15,0,1,0,0.179,0,0.012
"4175","EKI","EK1","G09",59.819,-144.331,19,"MDS",74120,1,9,1,3,132,27,15,0,0,0,0.271,0,0.014
"4176","EKI","EK1","G09",59.819,-144.331,22,"MDS",74120,1,10,1,3,134,28,15,0,1,0,0.212,0,0.018
"4177","EKI","EK1","G09",59.819,-144.331,45,"MDS",74120,1,9,2,3,134,25,15,1,0,0,0.231,0,0.023
"4178","EKI","EK1","G09",59.819,-144.331,45,"MDS",74120,1,8,1,3,135,32,15,1,0,0,0.182,0,0.015
"4179","EKI","EK1","G09",59.819,-144.331,45,"MDS",74120,1,4,1,4,138,33,15,1,0,0,0.232,1,0.019
"4180","EKI","EK1","G09",59.819,-144.331,29,"MDS",74120,1,9,2,3,139,26,15,0,1,0,0.301,0,0.021
"4181","EKI","EK1","G09",59.819,-144.331,40,"MDS",74120,1,7,2,3,139,24,15,0,0,0,0.232,0,0.02
"4182","EKI","EK1","G09",59.819,-144.331,41,"MDS",74120,1,6,1,3,139,23,15,1,0,0,0.252,0,0.02
"4183","EKI","EK1","G09",59.819,-144.331,46,"MDS",74120,1,5,2,4,141,22,15,1,0,0,0.309,0,0.026
"4184","EKI","EK1","G09",59.819,-144.331,30,"MDS",74120,1,2,2,3,142,28,15,1,0,0,0.231,0,0.027
"4185","EKI","EK1","G09",59.819,-144.331,36,"MDS",74120,1,9,2,3,144,26,15,0,0,0,0.316,0,0.031
"4186","EKI","EK1","G09",59.819,-144.331,39,"MDS",74120,1,10,1,2,144,19,15,1,0,0,0.181,0,0.018
"4187","EKI","EK1","G09",59.819,-144.331,45,"MDS",74120,1,6,1,4,144,19,15,1,1,1,0.253,0,0.019
