Bed code,Haul number,Sampler name,Species code,Size class,Scallop number,Sex,Gonad condition,Shell height (mm),First annulus height (mm),Field age,Mud blister code,Worm code,Shell damage code(s),Whole scallop weight (including epibionts),Meat condition,Meat weight,Epibiont weight,
EK1,21,MDS,74120,3,21,0,0,147,26,21,1,0,0,,0.0,,,
EK1,45,MDS,74120,1,3,2,4,152,27,21,1,0,0,0.283,0.0,0.016,,
EK1,42,MDS,74120,3,22,0,0,156,26,22,2,1,0,0.000,0.0,,,
EK1,43,MDS,74120,1,3,2,3,138,21,23,0,1,0,0.296,0.0,0.021,,
EK1,21,MDS,74120,1,5,2,2,146,28,23,1,0,0,0.280,0.0,0.020,,
WK1,8,MDS,74120,2,20,0,0,35,32,,0,0,0,,0.0,,,
EK1,47,MDS,74120,1,2,2,3,111,55,,9,9,9,0.257,0.0,0.020,,
WK1,11,MDS,74120,1,4,1,3,139,36,,0,1,3,0.235,0.0,0.016,,
WK1,11,MDS,74120,1,8,1,2,139,NA,,0,0,0,0.206,0.0,0.011,,
WK1,11,MDS,74120,1,10,2,2,144,34,,1,1,0,0.252,0.0,0.016,,
EK1,38,MDS,74120,1,4,1,2,144,27,,1,1,0,0.279,0.0,0.019,,
EK1,20,MDS,74120,1,6,1,3,,40,,0,0,3,0.124,0.0,0.009,,
EK1,47,MDS,74120,1,5,1,0,,NA,,0,0,,,,,,
