Bed,ll,meat,ul,GHL.05,lowGHL.05,highGHL.05,GHL.10,lowGHL.10,highGHL.10
EK1,68398.36979381312,114199.36187734544,176099.4377021982,5709.968093867272,3419.9184896906563,8804.97188510991,11419.936187734544,6839.836979381313,17609.94377021982
KSH1,205741.44520110442,271673.4022885053,346129.1454531093,13583.670114425266,10287.072260055222,17306.457272655465,27167.34022885053,20574.144520110443,34612.91454531093
KSH2,1849.591404289352,6646.444227729786,12289.032140235495,332.3222113864893,92.47957021446761,614.4516070117747,664.6444227729786,184.95914042893523,1228.9032140235495
KSH3,389.710523355354,5151.858565927841,10039.453264130401,257.592928296392,19.485526167767702,501.9726632065201,515.185856592784,38.971052335535404,1003.9453264130402
WK1,58012.36085281115,161114.02591126776,280389.79109503765,8055.701295563388,2900.6180426405576,14019.489554751883,16111.402591126776,5801.236085281115,28038.979109503765
