year,District,Bed,ratio_bar,ll,ul
2016.0,EKI,EK1,0.08238846806886087,0.08069426780319172,0.08409004768937947
2016.0,KSH,KSH1,0.11051221194669639,0.10798479502151709,0.11314897255762935
2016.0,KSH,KSH2,0.12143079553531001,0.11349776005273342,0.12925209846968674
2016.0,KSH,KSH3,0.11231873959118374,0.10080977672666752,0.1250261282237046
2016.0,WKI,WK1,0.08760958557778356,0.08401773966819133,0.09160098149904157
